gene	log2FoldChange
Ciapin1	-0.278028112
Cops5	0.277768141
Ddx58	0.414661624
Eci2	0.355915781
Gnmt	0.715071483
Medag	0.659863529
Mtfmt	0.528743721
Nfe2l3	0.64323184
Pgls	0.315861375
Rfng	0.300957915
Spice1	0.395350318
Taok2	-0.223883442
Tmem198b	0.511273554
Trpt1	-0.556005016
Tut1	-0.37976954
U2af1l4	0.363167949
Uap1l1	-0.356935981
Zfp251	0.525512423
Zfp451	-0.351647898
Zfp748	0.454160139
Elmo1	0.602981842
Nptxr	-0.423173562
Fam172a	0.267094318
Gnai1	0.230123186
Kcnh3	-0.412806436
Rps6ka4	-0.22617854
Slc7a11	0.834612525
Sp1	-0.243851248
mt-Nd6	0.458951923
Smpdl3a	0.321873239
Zfp513	-0.257797367
Nek6	0.516223849
Tmx2	0.349278142
Golga2	-0.22020345
Ccdc158	-0.828054202
Acin1	-0.222312986
Bach2	-0.389258552
Fbxl12	0.344546568
Gm26550	-0.530015769
Impdh2	-0.226459386
Loxl2	0.681254166
Mark3	-0.302995342
Mmp11	-0.613404413
Ola1	0.283626847
Opa3	-0.311449986
Rgs9	0.696532174
Safb2	-0.252692239
Sh2b2	-0.540444521
Smtnl2	0.817056539
Tmem261	0.422930042
Vps35	0.227520308
Numa1	-0.216734417
Pdlim3	-0.337911979
Tmem106a	0.562190378
Atp4a	0.82639794
Eif4ebp1	0.459334796
Lrp5	-0.229191459
Nr1h2	0.214663528
Sirt6	0.554788246
Tdrd3	-0.251759048
Ccdc138	0.585250275
Psap	0.195561818
Ss18l1	0.377277995
Pik3r1	-0.257640993
Snx15	-0.377850879
Thbs1	-0.34152425
Dlg4	0.408715711
Stam	-0.259634235
4632427E13Rik	0.429092232
Csnk2b	0.240144757
Hectd1	-0.218958653
Lonrf3	0.408811158
Rnf169	0.258226479
Tprn	-0.34082436
Ubxn1	0.249411607
Eif3i	0.226644423
Gbp7	0.558697979
Pddc1	0.532046157
Megf9	-0.23852616
Elp4	0.395418355
Mad2l2	0.473628354
TMEM185B	-0.696478882
Ubr3	-0.25178109
Wdr31	0.774812824
Zfp11	-0.788907804
9030407P20Rik	0.826689184
Hyou1	-0.231742635
Camk1d	0.634937708
Gins4	0.38910758
Sprr1a	-0.31059913
Plxnb3	0.828499467
Bin3	0.33399691
Gtpbp8	0.625418578
Gzf1	-0.364153323
Mansc1	0.57397917
Mrpl14	0.410806328
Mtif3	0.486101024
Rps6ka1	-0.22605958
Srsf9	-0.26467579
Trim2	-0.257321823
Akr1b8	0.44003765
S100pbp	-0.333316316
Epn3	-0.249435643
Eaf2	0.745589861
Pcp4l1	0.811912669
Tusc3	0.31335548
Scrn2	0.731212682
Faxc	-0.804365252
Gm25500	-0.807650772
Lama2	0.637770636
Trim8	-0.253243907
Ace	0.613049296
C920025E04Rik	0.617179091
Snrpb	-0.207310868
Tmem51	0.310014597
Agap1	-0.264214882
Lztfl1	0.313324633
Nkap	0.320538012
Fam179b	-0.285853637
Nagk	0.496111772
Gnpat	0.312126258
Mvd	0.358933494
Pigf	-0.377486217
Rps13	0.197295391
Tmem55a	0.364962234
4933439C10Rik	0.322854489
Paics	0.25102608
Rps3	0.211503064
Rundc3a	-0.805071277
Tubgcp2	0.306913828
Atad3a	-0.277366262
Chd5	0.6798329
Dopey1	-0.2553282
Lag3	-0.39192366
Mrpl34	0.612234479
Rnd2	-0.271953305
Rps5	0.236396495
Tert	-0.549203654
Pelp1	-0.256763293
Ilkap	-0.262683677
Plek	0.816764664
Casp6	0.492875052
Fh1	0.405991049
AY512931	-0.782032391
Atp5s	0.506287636
Fastk	0.2652953
Stard10	0.281900797
Tpcn1	-0.329216645
Zfp202	0.54331914
Dcp1b	0.40947356
9430015G10Rik	0.398014662
Dram1	0.269126972
Kin	-0.323270677
Naa50	-0.237866307
Gjb2	0.37415201
Zmym4	-0.261630865
1810014B01Rik	0.653559677
Apoe	-0.208578891
Fkbp14	0.707682554
Fastkd2	0.389494156
9130020K20Rik	0.798098402
Ube2q1	0.295747339
Scaf11	-0.222748251
Msi1	0.548332507
Osbpl10	0.789839217
Naa35	-0.280582748
Ormdl2	0.383154033
Rps16	0.199548296
Ubxn11	0.56484989
2410004B18Rik	-0.304712885
Cmpk2	0.807919496
Esyt2	0.235666759
Jak3	0.399932016
Lpcat4	-0.340864749
Tcta	0.408061133
Uck2	0.254847535
Bnip1	0.377142224
Gm21769	-0.782149502
Bhlhb9	0.337980334
Ranbp3	-0.215804302
Rnf103	0.263211038
Uba1	-0.196495147
Ttf1	0.324789093
Ascl2	0.804357076
Atrnl1	-0.298331498
Ccdc74a	0.767474466
Kif3a	0.324073011
Senp5	-0.258447762
Slc24a3	0.732768762
Trim23	0.363558584
A930005H10Rik	0.811026246
B3gnt7	0.762110338
Wrb	0.64691361
2700097O09Rik	0.450555288
Dtnb	-0.292009108
Enpp1	0.233688267
Mars	0.272158902
Mir677	0.809880014
Nme2	-0.810646412
Rpl28	0.21336327
Sharpin	0.363810629
Smarcc2	-0.203690425
Acvr2b	0.641175274
Cenpw	0.765442235
Slc2a8	0.438894405
Ankrd32	-0.463629996
Rbfox2	-0.271803148
Srl	0.747226274
Zfp397	-0.273896178
0610007P14Rik	0.449139098
AU022252	0.344395575
Abr	-0.21191051
Leprel1	-0.212071139
Patz1	0.511692151
Top1mt	0.366428432
Usf1	0.321752417
Rab3d	0.29816623
Cwh43	0.276701134
Cdc42ep5	0.380540618
Gps2	0.312686973
Gsdma3	-0.648236332
Vamp4	0.277821231
Med15	-0.273561791
Mrpl52	0.302268034
Camk2g	0.268606987
Cobll1	-0.308852196
Six5	0.406941435
Mphosph10	-0.311939362
Snhg3	0.396481341
2310044G17Rik	-0.31725505
Col6a5	0.786387544
Diras2	0.512100907
Fam212a	-0.372165469
Gm1045	-0.449543229
Hoxb3	-0.500546106
Hsf1	-0.249765584
Kdm5b	-0.228982986
Kmt2c	-0.208553991
Lsmd1	0.435157619
Naglu	-0.522091926
Pdlim1	-0.267701217
Psmb1	0.234421416
Pten	0.228219491
Sae1	0.239297838
Stx2	0.473121318
Trabd	0.256707877
Trim26	0.239270848
Txndc17	0.230325858
Umps	-0.29509984
Wac	-0.226337626
Ywhah	0.223088337
4931406P16Rik	-0.239964829
Akr1e1	0.530526136
Arpc1b	-0.218998563
Atp5j	0.253913708
Ccdc167	0.560670931
Clk4	0.206947269
Ctns	0.339591702
Fam109b	0.760803322
Gpsm3	0.800312125
Ints7	-0.250558711
Ksr1	0.319377566
Myo10	-0.295274453
Pon2	-0.224213354
R74862	0.607784575
Rps27	0.223991624
Rpsa-ps10	0.80042568
Tarbp2	0.321481504
Tiprl	0.250250627
Tmem59	0.215899932
Tnfsf15	0.79285306
Cdk16	0.245017983
Gypc	-0.723702542
Neurl2	0.734825392
Plec	0.21676086
Slc30a4	-0.299462522
Zfp428	-0.616476889
Mrps11	0.406332417
Hes1	-0.288094487
Lyrm5	0.414477206
Nol7	-0.24334721
Prss16	0.798233451
Exo1	0.798042673
Srrt	-0.200277086
Gm10406	0.791448257
Katnbl1	0.280093534
Rhoc	-0.292574151
Wdr6	0.257116832
Yeats2	0.264655541
Ttc37	-0.313637128
Bahcc1	-0.288160312
Ccl8	0.766366405
Donson	-0.46335013
Fbxo34	-0.243617466
Fut11	-0.36654898
Gng2	0.740139153
Map6	-0.268356063
Nop9	-0.245929617
Nr4a3	-0.211015934
Tekt2	-0.292059562
mt-Nd1	0.227453352
Zfp800	-0.276550173
Taf5l	-0.246665393
Glul	0.321644231
Zak	0.234191006
Dnajc24	-0.537737328
Nebl	-0.337917075
Slc27a1	0.255936908
Tmem56	-0.411007236
Tpp2	-0.242451198
Vmac	0.405353427
Mir140	-0.782625184
Rpl21	0.206390746
Meg3	0.557911675
Bbs12	0.745878512
Dennd2d	0.404064758
Gm2862	-0.723726898
2610005L07Rik	-0.276347187
Gimap9	0.786714793
Nhp2	0.262631564
Sptbn2	0.281469439
Iscu	-0.305760587
Capn6	-0.584890295
Kmt2e	-0.20858282
Krt15	-0.235992344
Arnt	-0.235469283
Ccng1	0.280671127
Clec16a	-0.284500086
Ankhd1	-0.216274847
Fam216a	-0.376832134
Mettl7a1	0.568188588
Ppp3cb	0.211547142
Smad5	-0.218502175
Camsap1	-0.222730774
Rexo4	0.280730054
Zc3h10	-0.301596604
Mthfd2	0.588996418
Kcmf1	-0.247082046
Plcg1	-0.234128866
Kctd7	-0.579933829
Actr6	-0.488564844
Dnajc6	0.696689955
Dock1	0.224604519
Ebf4	0.456577003
Hspa1a	0.337836069
Itgb3	0.68049666
Lynx1	0.664519746
Mib2	-0.259278152
Mreg	-0.276248476
Mrpl55	0.549108288
Nolc1	-0.268959607
Ppp1r9b	-0.209933154
Rpl3	0.199659821
Styxl1	-0.784462248
Zfp131	-0.235507952
Zfp146	-0.285611474
Zfp358	0.471288928
Acer1	0.745455012
Jag1	-0.54966006
E2f2	0.52904453
Lcn2	0.67668627
Ankle1	0.786359503
Cpeb4	-0.263021922
Pogk	-0.235535597
Slc25a38	-0.263886323
Snx18	0.314127484
Tpd52l1	-0.4594516
Gm4285	0.774813749
Qpctl	-0.340929183
Polrmt	-0.30082117
Serpine2	0.496327072
Sike1	0.283425633
3010026O09Rik	0.693539064
Tmem200b	-0.438879156
Gp49a	0.767429654
Mlh3	-0.428082457
Slc25a46	0.339356406
Gk5	0.271769859
Ing4	0.277855368
Zfp597	0.346383634
Mtus1	-0.247093719
Sin3b	-0.204735067
Snhg7	0.411384895
Tspan2	-0.602904732
Zfp644	-0.257306497
Rpl11	0.209329483
Slc29a2	0.516141524
2510003E04Rik	-0.357496137
Chst8	-0.729120229
Fbxw9	0.309423149
Gabarapl1	0.298823839
Ly6c1	0.591431108
Mettl2	-0.271047015
Pth1r	0.77129035
Tns3	-0.207350537
Trdmt1	0.59808936
Gm16310	-0.564850074
Pttg1	0.348362702
A930012L18Rik	-0.713298181
Dusp19	0.640522833
Gpc2	-0.345293215
Rabif	0.330015622
Slc25a36	0.232159411
Synrg	-0.292398458
Zfp68	-0.286290063
Ezh1	-0.245821687
Golga1	0.396868977
Krt79	0.649485151
Mrpl22	0.521049608
Naa25	-0.264077516
Ndrg4	-0.360238704
Prkar1b	0.639743683
Uchl5	0.316375335
Upf3b	0.247981225
Zfp961	0.613234596
Cd97	0.376653875
Lnx2	0.251588817
Pglyrp3	0.558920285
Rgs20	0.66078057
Spc25	0.71551716
Atp6v0d1	-0.222822873
Gm15952	-0.737731431
1110004F10Rik	0.204463599
Fam111a	0.38570838
Gng12	-0.24952816
Zhx2	0.318359105
Pfkm	-0.243528733
Phkg2	0.305091124
Sesn2	-0.274151892
Setmar	0.538560154
Gm11517	0.774366316
Tmem126a	0.530898551
Map4k3	-0.234927751
AI661453	-0.197362377
Abcc9	0.639327444
Abtb2	-0.292614028
Bcl9l	-0.289797924
Cadm2	0.775819897
Cnot3	0.234244039
Commd2	0.31854777
Ercc5	0.265884697
Fhl2	-0.572687678
Gmeb1	-0.223112509
Lonrf1	-0.314706405
Mamdc2	-0.722242563
Pbx1	-0.189665038
Pde6d	0.459563678
Pex1	0.375185327
Ptger4	0.240053118
Rev1	-0.248142542
Rgl2	-0.238242543
Rnf2	-0.233559964
Slc1a6	0.769714923
Sprr4	0.703269011
Syvn1	-0.215611282
Zfp37	0.765600259
Ankfy1	0.235117232
Cdh13	-0.198803745
Dcp2	0.302827288
Fst	-0.319913542
Gm17017	-0.478210232
Gpr111	-0.479777798
Park2	-0.639711404
Ranbp2	-0.218926947
Zfp692	0.346652724
Med1	-0.222921267
Nab1	0.203628677
Aptx	0.296544654
Chd1	-0.239001455
Klf11	0.219200864
Mtmr3	-0.217759245
Pelo	-0.287127902
Sun1	-0.224626584
BC017158	0.362147213
Lrrc48	0.696612311
Minpp1	-0.282953124
Lrp6	0.243822026
Leprel4	-0.264757738
Sf1	-0.206875025
A130014A01Rik	-0.615477152
Arhgap21	-0.27429888
Cpxm2	0.770034264
Eif2d	0.259290795
Exosc5	0.428199238
Fam149b	0.314884451
Gm14165	0.749266245
Gpalpp1	0.298334687
Gtf2f2	-0.287036851
Hoxa3	-0.366471191
Krt31	0.766261404
Nelfa	-0.293958994
Nkrf	-0.345424905
Prps1l3	-0.325746404
Sec24d	0.254701592
Vegfa	0.223585945
Aldoc	0.284999348
Pycrl	0.364844267
Trp53i13	-0.271648809
Papss2	-0.353393467
Paqr7	-0.516289629
Cdk2ap2	0.260656631
Hmga2	0.701630754
Slc6a14	0.589830434
Mnat1	0.284886759
Arhgef18	0.265846366
Arl5a	0.240644596
D030056L22Rik	0.369408596
Etohi1	-0.654475577
Fam168b	-0.190579594
Gm15708	0.456751647
Immp2l	0.647104134
Rdh11	-0.267130755
Slc35a4	-0.207349048
Snapc1	0.340818507
Tnfrsf1b	0.442402318
Uqcrb	0.261181502
Msn	-0.263269194
Acyp1	0.506105573
Dtx3	0.213785924
Dtx3l	0.410241925
E430018J23Rik	-0.413491382
Exo5	0.66457879
Fdx1l	0.341877634
Inca1	-0.743008134
Rnf167	0.212053312
Siae	-0.445728851
Smyd5	0.323835964
Tm6sf1	0.72524915
Tmem234	0.258708394
Zkscan6	-0.292300902
Itgam	0.759000523
Zfp369	0.535582024
Chek2	0.670081388
Hmox2	-0.287337052
Pkia	0.451410227
Qars	0.201226688
Fat4	-0.661489909
Ap1b1	-0.217335047
C3	0.619620883
Derl1	-0.191491034
Rab13	0.350727915
Serinc3	-0.233730753
2410002F23Rik	-0.241153472
Neurl4	0.295761346
Arf5	0.201308264
Mcur1	-0.266854907
4933404O12Rik	0.570675473
Cpq	0.572975926
Phlda2	0.364087552
Sla	0.747046417
Tlr3	0.450918051
B3gat3	0.373270773
Cept1	0.254765393
Magee1	0.473515591
Gm24299	-0.525346644
Gm561	-0.701886491
Gspt1	-0.230229233
Il3ra	0.722133757
Jkamp	0.351911708
Mylip	-0.244134373
Hint3	0.697902143
Atp1b1	0.391024794
Bbs9	-0.264905908
Bsn	0.757069165
Gpr68	0.549490334
Nup50	-0.213875174
Rufy1	-0.266301354
Vwa5a	0.221999829
4632419I22Rik	0.321726607
Abcb6	0.377137525
Aen	-0.285065019
Aldh6a1	-0.239270811
C1s	0.472178613
Cd14	0.513145732
Ctdsp2	0.188163212
Dcaf13	-0.243154168
Dnaja3	-0.273249111
Ehbp1	-0.266273933
Gfer	0.377071329
Gm20939	-0.740681296
Gm7609	-0.559790709
Gpr137b-ps	-0.753905958
Hivep1	-0.272580966
Igf2r	-0.241758505
Luc7l3	0.216848726
6-Mar	-0.220363454
Mcu	0.298013318
Mfhas1	0.581641297
Mief1	-0.289560102
Mrpl45	0.298400302
Nat9	-0.388894654
Ndufs8	0.346763501
Nfatc1	-0.220024824
Nufip1	-0.319734486
Pdss1	-0.425933957
Pepd	-0.267994964
Pkmyt1	0.348409248
Prkar2a	-0.215979274
Prob1	0.697508944
Prss27	0.74829444
Ptprs	0.185526861
Rap1gds1	0.215277173
Rassf6	0.683810591
Rbck1	0.258704067
Rcc2	-0.188061661
Ssh2	0.303382171
Sult5a1	-0.217723354
Thumpd2	0.690229408
Zfp275	-0.366695117
Stk39	0.476849357
Ap2m1	0.181470423
Tprg	0.479538298
Jak2	0.238746211
Satb1	0.606002852
Mical3	-0.210898075
Nacc2	-0.269479021
Rogdi	0.381365653
Vsig8	0.694767385
Rpl22	0.206953513
9130011E15Rik	-0.261677308
Bmp3	0.749366388
Zcchc14	-0.201384387
Pdap1	0.18797265
Bag2	-0.490894654
C1rl	-0.691826941
Zfp939	-0.588023169
Heatr1	-0.295921006
Hsbp1	0.22547916
Ilf3	-0.213370193
Rpl37a	0.202810836
Rassf5	-0.305680825
Gal3st1	-0.510459452
Hspbp1	-0.252468113
Ints3	-0.230487655
Krt17	-0.291778607
Tmem53	0.736052578
Zfp157	0.561118058
Cacna1h	0.747965037
2610307P16Rik	-0.637083265
Casc4	0.296515464
Gab1	-0.268616754
Macrod1	0.387498371
Smcr8	-0.239610872
Wwc2	-0.219749497
Xpr1	-0.241587891
Ypel5	-0.264563154
Aes	0.262744068
Arhgef17	0.25608542
Atp5g1	0.250305098
Eif3d	-0.190956567
Eif3k	0.201674367
F2r	0.34721799
Rhbdf1	-0.261281995
Trappc1	0.45668791
Trnp1	-0.437682646
Nphp1	0.342517991
Stk3	-0.294543758
Ogfod2	0.437450113
Cd5	0.746458065
Gm14335	0.745996063
Kdsr	-0.21760365
Msh3	0.301001583
Pdxp	0.606404025
Preb	-0.238456119
Tc2n	-0.670169893
Tesk1	-0.260055848
BC002059	-0.640286952
Bccip	-0.215292934
Cntfr	-0.425874084
Cops7a	0.2544756
Dcaf11	0.213382496
Lrrc59	-0.207780451
Rab11b	-0.201635649
Rpl17	0.200259091
Serinc5	0.22796285
Siah1a	-0.248390855
Hn1l	0.235869215
AW146154	0.531486405
Bcl2l13	0.196532743
Ddx18	-0.228437842
Dhrs13	0.466232274
Il17rd	0.273517571
Nod2	0.252765455
Psmg1	0.375933776
Rcan1	-0.266768491
Setdb2	-0.480879306
Shfm1	0.222543394
Smpd1	-0.2896372
Tmem221	0.698047747
Ythdf1	-0.232594137
Zfp382	0.624149991
Bdh1	-0.244762841
Bpgm	0.328287059
Lman1	0.188242665
Rpl6	0.180779621
Ocrl	0.256989716
Map3k7	-0.217162054
Oxr1	0.264520357
Ppp2r3d	0.552475301
Acox3	-0.396253035
Actr5	0.339107467
Adck4	0.292084262
Adh1	0.609695395
Ankrd9	-0.386176334
Bcat2	-0.251672763
Cdc42ep2	-0.534819042
Clic5	0.727054518
Dbndd2	-0.579056457
Dennd1b	0.313014717
Dnm1	-0.36971132
E130307A14Rik	0.451299885
Fam49b	0.271238237
Gm10036	0.520534432
Grik5	-0.355709369
Gtf2f1	-0.207781928
Irf6	-0.272281491
Itfg3	0.217132067
Kcnq4	-0.646052703
Lonp2	-0.204659915
Maml1	-0.209072726
Mief2	-0.364240038
Mrp63	0.389938477
Mt4	0.737260303
Ngfr	0.420023508
Olr1	0.374781958
Patl1	-0.241010831
Per2	-0.598380799
Poc1a	0.571359189
Ppan	-0.245547652
Prrc2b	-0.178552136
Rassf7	-0.26728706
Rbm14	-0.231591644
Rnf180	0.62258745
Rnf4	-0.195349745
Rpl19	0.191010947
Rps10-ps1	0.318052123
Slc25a10	0.369896833
Smad1	0.215390494
Snora69	0.738803355
Srpr	-0.180597334
Tbc1d10b	-0.217528282
Tmem70	0.336319161
Loh12cr1	-0.321955121
Ccdc57	0.452912165
Tbl1xr1	0.239777971
Rrm2b	0.342706583
Galnt10	0.333899754
Cdh1	-0.23076042
Zfp71-rs1	0.470484045
Pacrg	-0.736883738
Zfp106	-0.18028264
Gm23134	-0.682940553
Gm25777	-0.602110074
Insig2	-0.222898426
Nanp	0.634066851
Nqo2	0.66091789
Supt5	-0.174941594
Usp16	-0.218993355
Wnt7b	-0.248088175
Cbl	-0.2915014
Gm527	0.393749031
Zfp57	-0.731035774
Rps19	0.195915751
2810029C07Rik	-0.362025566
Loxl3	-0.733230611
Mapk3	0.207977648
Slc43a3	0.613154992
Uso1	-0.2167654
Ccdc107	0.406928791
Inhbb	0.356252936
2210408I21Rik	0.543170359
4930453N24Rik	-0.269403621
A130051J06Rik	0.686974292
Eng	0.458759685
Tpr	-0.188342245
Wdr59	0.244437728
Map7d1	-0.225136135
Cd53	0.675092118
Clptm1l	0.218558335
Ift74	0.389700259
Tfcp2l1	-0.530601765
Tmem167b	-0.203428079
Trappc10	-0.208121013
Adam1a	-0.649645613
Cspp1	-0.262648503
Zfp72	0.71390454
Arl6ip5	-0.26139691
Ikzf5	-0.267204215
Fam211b	-0.729769659
Il17rc	0.268055441
Lrrc28	-0.312401384
2610002M06Rik	0.370200083
Ciz1	0.244870096
Carf	0.496503923
Mettl6	-0.249315255
Sec61g	0.247778503
Cct3	-0.214246682
Ctsf	-0.237175668
Doc2g	0.564026792
Gen1	0.695877983
Klf13	0.201423368
Mesdc1	-0.235407553
Pdik1l	0.4484061
Ppil2	0.237014683
Pim3	-0.186853446
Tra2b	-0.203552371
Hmg20a	0.293311968
Tmem251	-0.297899194
Zfp651	0.364835715
Lclat1	0.263538905
5830415F09Rik	0.601674407
Atf7ip	-0.193608594
Cdc40	0.275403878
Dnajc17	-0.416937041
Lnp	-0.241401883
Luc7l	-0.227790474
Nr3c1	-0.199450064
Pfas	0.413407907
Ppip5k2	0.290149936
Rpl7	0.18253385
Serpinb10	-0.254377638
Snd1	0.196506173
Tmem180	0.625317256
Ubxn7	-0.222661062
Slc7a8	-0.350699606
Katnb1	0.3080879
Lrig2	-0.283262035
Srsf4	-0.199873719
Trim35	0.264875002
Amd-ps4	-0.694146486
Kdm2b	-0.230948276
Nrg4	-0.721614632
Prx	-0.266727004
Rspo1	-0.716276035
Tmem50a	0.246460028
Trmt10a	0.298864644
Adamtsl3	-0.668068595
Afap1l1	0.657479739
Mapk14	0.267335574
Sec63	-0.204234138
Zfp791	0.538033636
Acss2	0.329511117
Akap1	-0.235560743
C430014B12Rik	0.705645253
Cacybp	0.21860789
Fis1	0.272628336
Gm14286	-0.544537356
Ndufb8	0.298967763
P2ry1	-0.334404264
Snrpd3	-0.220784612
Snx4	-0.261842702
Txndc12	0.335618091
1700123O20Rik	-0.281741547
Nrf1	-0.234272246
Rps28	0.200776685
3110021A11Rik	-0.645573538
1600012H06Rik	-0.286780558
Cnot2	-0.202562348
Cstf1	-0.301408893
Ctso	0.351686045
Cyb5rl	0.404442024
Hspa2	-0.257188001
Kif5b	-0.193567569
Larp7	0.276587758
Mir3082	-0.693563591
Mpzl2	0.2162115
Rps4x	0.186209562
Ube2l6	0.474930687
Ryk	0.194535884
Uba52	-0.326493855
Scyl1	-0.200023602
Stambp	-0.338676487
Nnt	0.354256788
Tmem238	0.568230076
Mex3b	0.478720612
Pgm3	-0.327271245
Slx1b	0.395222253
Rrp12	-0.228946219
Tlk2	-0.221370792
Tmco6	0.543616494
Vill	0.483910016
2210018M11Rik	-0.254686892
Krt19	-0.716807941
Irak1	0.199367674
Mfsd11	0.303758373
Snord55	-0.568206434
Wdr13	0.228071805
Zmat5	0.490459862
1110002L01Rik	0.546096936
Apbb1	-0.315551732
Gbas	0.259281873
Phactr2	0.394034845
Strip1	-0.267928102
Efr3a	0.217066152
4930412O13Rik	0.629933878
Atrx	0.190183472
Col3a1	0.659668086
Cul7	0.208346535
Dynlt3	0.199298323
Fbln1	0.190047895
Fsd1l	-0.445547956
Gapdh	0.170946242
Ggn	-0.679726168
Gm22637	-0.651677879
H2-DMb1	-0.505527367
Notch3	0.430323987
Pam16	0.354628729
Pomgnt2	-0.622063013
Slc40a1	0.396136222
Tbl3	-0.24944828
Tti2	0.352218525
Txnl4b	-0.598424366
Zfp598	0.24785462
Zfp775	-0.686812383
Cks2	0.272836042
Crot	-0.258113356
Fech	-0.287189287
Ralb	0.232799327
Ppargc1b	0.339688194
Jmjd4	-0.335263882
Slc44a1	0.228928806
Tmem176b	0.318513155
Guf1	0.267674325
Napg	0.233163586
Fam101b	-0.296862512
Mir221	-0.465583275
Paip2	0.180128416
Trmt2b	0.33694098
S1pr3	-0.510835557
Sec61b	0.276897064
1700020I14Rik	0.209791011
1810019D21Rik	0.598919062
2010001A14Rik	-0.659000017
3110079O15Rik	0.700804664
Arg1	-0.565469923
Blzf1	-0.222494249
Bnipl	-0.194798263
Bud13	-0.344808544
Chrm4	0.696637566
Chst14	-0.460164258
Copa	-0.167927342
Cpz	0.711700202
Ctsw	0.709562851
Dusp3	-0.267157127
Dusp5	-0.253487594
Foxred1	0.329887341
Frs3	0.519290771
Gfm2	-0.285918108
Gm10653	0.633926799
Gpr137b	0.430402768
Isoc2a	-0.279445959
Itga10	-0.516701544
Klk14	-0.50362129
Mphosph6	0.329104798
Mrpl46	0.330742791
Myl12b	0.25184703
Notch2	-0.252076557
Pank4	-0.236390948
Plekho2	-0.250972079
Ppia	0.201640517
Prdx2	0.248958931
Prodh	-0.345839625
Pskh1	0.358514209
Psmg4	0.463430486
Purg	-0.441290769
Rps24-ps3	0.476334952
Slc19a1	-0.290854052
Stx1a	0.304561255
Tspan15	-0.554788449
Uqcc2	0.297696067
Wwtr1	0.213031376
Zdhhc14	-0.585316238
Zdhhc23	-0.694077856
Zfp511	0.303655486
Zfp52	-0.373366083
Zfp691	-0.573322716
Gm5601	0.701002635
Lmtk2	-0.208032057
9130401M01Rik	0.307427897
Clcn7	-0.228099417
Ctnnbl1	-0.290845461
Dmtf1	-0.202884496
Dtwd1	0.530097535
Gja1	0.258494953
Gpr135	-0.702579265
Mtr	-0.356323749
Ofd1	-0.292855637
Pter	-0.416546756
Serpinb12	0.62939618
Stx11	0.356290692
Zfp110	-0.297851359
Tmem101	0.496310226
Cnksr2	-0.461119531
Cct8	-0.170930003
Ptgfrn	0.220891137
A530054K11Rik	0.396273285
Itgb7	0.687281874
Senp2	0.208400972
Zfp46	-0.266798351
Fig4	-0.435982242
Ggnbp2	-0.192648128
Ino80	-0.218289164
Uqcrc2	0.190868214
Gsdma	0.691217144
Arhgap26	-0.327765725
Tnks	-0.259602283
Lpar6	-0.387323907
Taf12	0.363344719
Armcx4	0.663364027
Usp34	-0.194369229
Aff4	-0.208616053
Daam2	0.670537144
Pcdhb16	-0.576081353
S100a7a	-0.56973784
Armc9	-0.31019915
Gm11478	0.650272612
Mif	0.239941543
Tceanc	0.629001879
Kremen2	0.593991247
Arhgap9	0.69175271
Gdi2	0.176388387
Gjb3	0.216903154
Gm3002	0.70177221
Gm6611	-0.555315259
Lancl2	-0.360386667
5-Mar	-0.236495734
Ska2	0.520676503
Snord66	-0.643458566
Tatdn1	-0.463955204
Utp20	0.226043202
Bdkrb2	0.642459726
Btbd3	0.305566067
Htt	0.229275509
Nf1	-0.237530811
Uprt	-0.409470858
Reep6	-0.447057944
BC025920	0.666733994
Apbb3	-0.292198124
Shox2	-0.660713074
Atad2b	-0.244718976
Gm17024	-0.253079067
Ttc7	0.225746956
Wee1	0.271289993
Rerg	0.533124483
A430105I19Rik	0.583296579
Csnk1a1	-0.20751154
Ndufa5	0.323536569
4933431E20Rik	-0.291044687
Klhl26	-0.289681919
Rarres2	0.535145128
Rxrb	-0.195468805
Ap1s3	0.278965173
Fignl1	0.687128039
Gns	-0.223517621
Phf17	-0.294102285
Nle1	-0.306447077
C130036L24Rik	-0.618238687
Mpg	0.400206937
Pou3f1	-0.261894477
Chst12	-0.474982652
2610507I01Rik	0.671660921
Adamts7	-0.516659199
Cd82	-0.211918312
Cd86	0.669729778
Col1a2	0.62167593
Epm2a	0.479776837
Fbxo44	-0.528974118
Fmnl3	-0.309429948
Il1b	0.676679479
Mybbp1a	-0.197095493
Pde2a	0.446673816
Pip4k2b	0.281734145
Pla2g5	-0.694763183
Plgrkt	0.263789763
Ppil1	0.416743686
Rbm34	-0.285238166
Rhobtb3	0.601597755
15-Sep	0.226677661
Slc27a4	-0.256461479
Stradb	0.361705449
Tbc1d5	0.221482259
Tgfb1	0.186819111
Tmem241	-0.441222763
Unc13d	0.336177572
Zfp646	0.224364708
Zfp942	0.436898421
BC029214	-0.265149149
Catsperd	0.638322935
Kat7	-0.20023822
Mccc1	-0.220844516
Strn4	-0.172153172
Tacc1	0.22860964
Tmem151a	-0.318439241
Zfp780b	0.592043531
Cbfb	-0.206007184
Ifi47	0.659836097
Nbn	-0.22755612
Nus1	0.21384728
Zfp334	0.526404479
Usp30	-0.277102343
2310035C23Rik	0.217432743
Dexi	-0.306070714
Gm17491	-0.360882556
Ip6k2	-0.237682106
Pde4c	-0.686849246
Prmt3	0.29144324
Rcbtb2	0.394613244
Rpl10-ps3	0.690413672
St3gal1	0.335827308
Mrps22	0.308317231
AU040320	0.223021914
Cables1	-0.218836165
