probe	qSC_1	qSC_2	aSC_1	aSC_2	TAC_1	TAC_2	gene.symbol								
1448965_at	4.0222	5.0724	4.7118	4.8895	4.7068	4.9021	Ino80								
1448966_a_at	3.0397	2.7879	2.8286	2.9942	2.8733	2.6963	Nfat5								
1448967_at	7.5236	7.6972	8.4151	8.1745	8.0256	8.1537	Nipsnap3b								
1448968_at	6.7484	6.7206	7.5930	7.7842	8.3130	8.5523	Ubfd1								
1448969_at	6.3678	6.6348	6.0561	6.6320	6.1767	6.5656	Ftsj2								
1448970_at	8.1366	7.7734	7.9145	7.8098	8.0374	8.5172	Slc25a46								
1448971_at	6.6548	6.4633	6.7584	6.9026	5.9587	6.5177	Coprs								
1448972_at	2.5818	2.5956	2.5679	2.4979	2.6820	2.6836	Gria1								
1448973_at	2.5117	2.3238	2.2472	2.2277	2.5971	2.4202	Sult1d1								
1448974_at	2.8871	2.8302	2.7989	2.6093	2.8001	2.8302	Dcx								
1448975_s_at	3.4147	3.3481	3.3740	3.3817	3.3995	3.2444	NA								
1448976_at	7.4164	7.3832	7.3342	7.6239	7.3737	7.6397	Tfip11								
1448977_at	5.5520	4.9724	5.9721	6.6452	7.3187	7.3748	Tfap2c								
1448978_at	8.6177	9.1359	4.6840	4.6766	4.2354	4.2510	Ngef								
1448979_at	8.2722	8.1314	7.9282	8.2936	7.8604	7.8803	Bloc1s5								
1448980_at	3.7173	3.6203	3.8255	3.7195	3.8579	3.9604	Ghrl								
1448981_x_at	6.6800	6.6158	6.5886	6.5089	6.7160	6.6067	Tcl1b1								
1448982_at	5.0719	5.3651	5.3904	5.3401	9.3686	7.8043	Klk6								
1448983_at	4.6444	4.8754	4.9940	4.8718	5.1807	5.1921	Cdrt4								
1448984_at	6.6395	6.6160	6.4432	6.8835	6.2237	6.3913	Ercc4								
1448985_at	9.2399	9.0948	9.1064	9.2714	10.1063	9.2407	Dusp22								
1448986_x_at	8.6584	8.6933	8.5124	8.3456	7.5310	7.2121	Dnase2a								
1448987_at	9.7117	9.3640	10.1983	10.4542	9.6174	9.5780	Acadl								
1448988_at	3.1546	2.9541	3.2509	3.0328	3.0998	2.8254	Acadl								
1448989_a_at	7.2927	6.3635	8.4738	7.8521	6.9090	7.1486	Myo1b								
1448990_a_at	6.2911	4.8943	7.5991	7.2513	5.9866	6.6305	Myo1b								
1448991_a_at	2.8033	2.5980	2.6440	2.6611	3.0247	2.6783	Ina								
1448992_at	3.1442	3.3993	3.4408	3.1627	3.2757	3.2868	Ina								
1448993_at	9.9730	9.8401	9.7267	9.5416	9.9951	10.1626	Atg3								
1448994_at	4.5648	4.3225	4.9663	4.9073	5.1852	4.9518	Sp1								
1448995_at	3.0778	3.0496	3.1849	3.1319	2.9984	3.1007	Pf4								
1448996_at	4.1400	4.0524	4.1803	4.2069	4.2450	4.1115	Rom1								
1448997_at	3.5039	3.4542	3.5594	3.5369	3.1094	3.4896	Cyth1								
1448998_at	3.6221	3.6947	3.7783	3.6242	4.3216	3.8323	Lpo								
1448999_at	7.4231	7.3372	7.1827	7.4645	7.3517	7.2921	Trappc5								
1449000_at	10.0941	10.3198	9.7859	10.0025	9.4148	9.2356	NA								
1449001_at	6.7990	6.6205	6.3430	6.2508	6.3737	6.4703	Ivd								
1449002_at	10.3857	10.4177	9.9137	10.4719	9.3042	9.4349	Phlda3								
1449003_a_at	8.7766	8.6495	8.4622	8.5333	8.6573	8.7075	Vti1b								
1449004_at	8.3251	8.3318	8.1809	8.2125	8.7109	8.8042	Mrpl46								
1449005_at	3.4894	3.6558	3.6358	3.2851	3.3646	3.4143	Slc16a3								
1449006_at	3.3715	3.5825	3.6773	3.4542	3.6067	3.2746	Gla								
1449007_at	10.2600	9.5995	10.1689	10.2347	10.2679	10.6413	NA								
1449008_at	8.5102	8.4340	8.2390	8.6837	7.5534	8.2056	Tulp3								
1449009_at	3.8932	3.8859	3.9931	3.7723	4.3022	3.6299	NA								
1449010_at	8.7073	8.3579	8.6485	8.3508	7.4121	7.2256	Hspa4l								
1449011_at	3.5780	3.5082	3.7948	3.6029	3.5211	3.2833	Slc12a7								
1449012_s_at	6.3552	6.4072	5.9226	5.9934	5.6829	5.7625	Fndc4								
1449013_at	7.7981	8.0422	7.5952	7.9813	7.3284	7.2768	Eef2k								
1449014_at	8.2948	7.6543	8.3318	8.3669	8.3650	8.5299	Lactb								
1449015_at	3.9509	3.8892	3.9724	4.4085	3.9372	4.4923	Retnla								
1449016_at	2.8029	3.0747	3.2307	2.7965	3.0814	2.9769	Zp2								
1449017_at	6.7784	6.8586	7.0241	7.0694	6.6849	6.8993	NA								
1449018_at	11.5029	11.3814	11.9085	12.2165	11.8720	12.0184	Pfn1								
1449019_at	7.8155	7.6905	8.2017	8.2841	8.2023	8.3318	Akap1								
1449020_at	10.2441	10.3101	9.8810	10.1413	8.4265	8.6693	Plscr3								
1449021_at	8.1913	8.2527	7.8733	8.0620	8.2983	8.0789	Rpp21								
1449022_at	6.3852	6.6212	6.8603	6.6662	6.6025	6.4834	Nes								
1449023_a_at	8.7969	8.9605	8.0083	8.5672	7.4823	7.4847	Ezh1								
1449024_a_at	9.6957	10.1071	9.2702	9.2758	7.2062	7.5159	Hexa								
1449025_at	3.4121	3.6438	3.8696	3.7946	3.7201	3.8747	Ifit3								
1449026_at	7.0949	6.5730	7.1821	7.4777	6.4915	6.8482	Ifnar1								
1449027_at	7.2043	7.3578	7.2815	7.5661	7.7643	7.8513	Rhou								
1449028_at	7.4447	7.3783	7.4313	7.6265	7.9250	7.8369	Rhou								
1449029_at	7.3929	7.7304	6.6862	7.1468	6.6492	6.7103	Mknk2								
1449030_at	3.0906	3.1492	3.0692	3.2012	3.0828	3.1630	Syn2								
1449031_at	3.0229	3.3199	3.1977	4.0222	3.1089	3.2159	Cited1								
1449032_at	3.4558	3.8756	3.3177	3.1787	3.7540	3.5048	Prl2a1								
1449033_at	7.8763	8.5147	7.8608	7.9329	3.5161	3.4776	Tnfrsf11b								
1449034_at	3.3046	3.1617	3.7177	3.4513	3.4797	3.3014	Klkb1								
1449035_at	2.5531	2.3635	2.7463	2.5807	2.5270	2.5590	4930544G11Rik								
1449036_at	2.6128	3.2382	2.9016	2.6774	2.9630	2.6831	Rnf128								
1449037_at	5.9224	5.7723	5.5697	5.6943	4.8882	4.3991	Crem								
1449038_at	4.3065	4.3287	4.4782	4.2271	4.8034	4.5456	Hsd11b1								
1449039_a_at	8.6491	8.4322	8.5353	8.5102	9.4323	9.6571	Hnrpdl								
1449040_a_at	8.3761	8.1577	8.1803	8.3548	9.4969	9.7390	Sephs2								
1449041_a_at	9.5809	9.6764	9.3809	9.5847	8.3526	8.5557	Trip6								
1449042_at	9.0188	8.8240	9.2590	8.9150	9.4423	9.4272	Ctcf								
1449043_at	7.4602	7.5670	6.9832	7.4078	6.2947	6.2415	Naga								
1449044_at	8.4673	8.8712	9.2982	9.3655	10.2504	10.4731	Eef1e1								
1449045_at	6.7188	6.6777	6.9605	7.3667	7.3126	7.5616	Afg3l1								
1449046_a_at	7.9436	7.8480	7.9432	8.2611	8.0708	8.0912	Josd2								
1449047_at	7.0637	7.2642	6.6795	6.9881	5.9445	5.9752	Hacl1								
1449048_s_at	7.1956	7.1391	7.2089	7.3619	6.3221	6.3280	Rab4a								
1449049_at	2.4237	2.6340	2.8309	2.6019	2.5451	2.7382	Tlr1								
1449050_at	7.2720	7.2036	7.2027	6.7296	7.3569	7.6639	Rfc1								
1449051_at	5.3356	5.0977	5.3706	5.4377	6.2147	5.4669	Ppara								
1449052_a_at	5.9026	5.5690	6.2063	6.4710	6.8062	6.8821	Dnmt3b								
1449053_s_at	7.0796	6.8838	7.0719	7.6467	7.2267	7.2887	NA								
1449054_a_at	6.1903	6.5730	6.0361	6.8585	5.1605	5.3308	Pcbp4								
1449055_x_at	6.9449	6.9583	6.5601	6.9491	5.6410	5.7020	Pcbp4								
1449056_at	8.4942	8.4142	7.6462	8.0322	8.9481	8.7073	E330009J07Rik								
1449057_at	5.4903	5.2128	5.1127	4.9126	4.8279	4.8885	Kel								
1449058_at	6.6357	6.6049	6.2768	6.1130	6.4365	7.4756	Gli1								
1449059_a_at	11.1618	10.7265	11.8246	11.3336	12.1508	12.4365	Oxct1								
1449060_at	4.5519	4.7010	6.1712	5.5418	7.7785	7.9107	Kif2c								
1449061_a_at	7.7695	7.9396	8.0432	7.4087	9.3062	9.5440	Prim1								
1449062_at	7.7564	7.9921	7.2901	7.4039	6.8965	6.7699	Khk								
1449063_at	9.8130	9.6498	10.0008	10.0947	9.7465	9.8293	Sec22b								
1449064_at	4.7231	4.6611	4.9869	4.9305	6.3290	6.7944	Tdh								
1449065_at	9.3629	9.4070	10.0122	9.8875	10.1482	9.8558	Acot1								
1449066_a_at	7.4453	7.2350	7.4907	7.8054	7.4069	7.5528	Arhgef7								
1449067_at	2.8569	3.0371	2.7588	2.7237	2.8104	2.9398	Slc2a2								
1449068_at	8.3318	8.0345	7.9477	7.5969	7.1903	7.3599	Zfp148								
1449069_at	7.7732	7.7656	7.7154	7.1919	7.2638	7.1028	Zfp148								
1449070_x_at	7.9846	8.0482	8.1721	8.1410	11.0791	10.9817	Apcdd1								
1449071_at	3.7194	3.6590	3.8855	3.9211	3.6995	3.9551	Myl7								
1449072_a_at	8.8817	9.0129	9.3859	9.3699	9.4610	9.4667	N6amt2								
1449073_at	5.5280	5.9656	6.1596	6.4532	5.0447	5.7200	Flnc								
1449074_at	4.1912	3.2382	6.1024	5.4454	6.6732	6.7814	Tex40								
1449075_at	6.8991	7.0699	7.2593	7.1013	6.7485	6.8750	Exd2								
1449076_x_at	8.5785	8.9917	8.8110	8.7564	8.2966	8.3953	Adi1								
1449077_at	4.4967	4.5584	4.7498	4.5906	5.5647	6.2789	Ahsp								
1449078_at	3.0029	3.2405	2.8835	2.9388	3.4253	2.9015	St3gal6								
1449079_s_at	3.5204	3.6269	3.8625	3.4958	4.0992	3.8754	St3gal6								
1449080_at	8.4314	8.1411	9.1205	8.7266	9.6051	10.1782	Hdac2								
1449081_at	4.4342	4.6605	3.7169	3.1516	4.3727	4.2596	Ces1d								
1449082_at	3.4427	3.5794	3.6958	3.4597	3.4427	3.4629	Mfap5								
1449083_at	7.2146	7.1619	7.0496	6.9339	6.9761	7.2939	Ccdc91								
1449084_s_at	9.6331	9.6238	9.1119	9.3331	9.3248	9.4538	Sh3d19								
1449085_at	9.3570	9.2587	9.3058	9.3091	9.5793	9.6230	Phf10								
1449086_at	5.4809	5.8891	6.0573	6.1000	6.3639	6.1251	Rnf141								
1449087_at	4.9273	5.4085	5.3664	5.6419	5.7356	5.5711	Rnf141								
1449088_at	4.5969	4.4097	4.2734	4.4282	4.5493	4.2597	Fbp2								
1449089_at	7.4301	7.4678	7.7358	7.3445	7.6693	7.2978	Nrip1								
1449090_a_at	7.1938	6.8896	7.4259	6.7682	7.3812	7.2684	Yes1								
1449091_at	7.6942	7.5598	7.7085	7.2626	8.2776	8.7659	Cldn8								
1449092_at	6.8145	6.6228	6.5574	6.5624	7.2124	7.3398	Ppm1d								
1449093_at	7.8850	8.0492	7.6580	7.8191	7.3081	7.1763	Ctf1								
1449094_at	3.4432	3.3344	3.4348	3.9254	5.7559	4.0555	Gjc1								
1449095_at	8.1339	8.1257	8.1755	7.6113	8.0430	8.0995	Vps54								
1449096_at	7.4684	7.2621	7.6933	7.5028	7.3256	7.5633	Ccdc127								
1449097_at	7.5019	7.8706	6.9482	7.0257	5.7148	5.8271	Txnrd2								
1449098_a_at	4.9301	5.2497	4.8061	4.7830	5.3223	5.6305	Poli								
1449099_at	8.0870	7.9535	7.7596	7.7575	8.1105	8.2617	Lrba								
1449100_at	6.7427	6.6654	6.5058	6.5628	6.4020	6.6220	Pard6a								
1449101_at	2.7852	2.7034	2.9594	2.4686	2.5165	2.5045	Ebf2								
1449102_at	2.4512	2.5126	2.2926	2.5173	2.1898	2.3258	Ebf2								
1449103_at	3.2539	3.1421	3.0333	2.9313	3.1603	3.2415	Tex101								
1449104_at	4.5530	4.6027	4.6083	4.3671	4.6989	4.3791	Upk3a								
1449105_at	6.0186	6.0689	6.0461	5.9934	6.2001	5.9815	Sh2d2a								
1449106_at	4.5977	5.1202	5.1225	4.8638	4.7308	4.6767	Gpx3								
1449107_at	7.9357	8.3176	8.4468	8.0245	8.3967	8.2864	Nudt4								
1449108_at	9.6410	9.6152	9.7328	9.6910	9.9044	9.5788	Fdx1								
1449109_at	7.4151	7.8218	6.9040	7.0612	5.7801	4.9729	Socs2								
1449110_at	9.5817	9.4367	10.8645	11.5636	11.1131	10.3493	Rhob								
1449111_a_at	6.6596	6.2769	6.8977	7.1987	7.4164	7.4996	Grb2								
1449112_at	3.9915	3.9796	3.8776	3.9478	4.0595	3.8638	Slc27a5								
1449113_at	7.1925	7.3253	6.5672	7.1743	6.7352	7.2200	Gpbp1l1								
1449114_at	3.1611	3.5543	3.2194	3.3480	3.4244	3.1509	Stk3								
1449115_at	5.4829	5.1448	5.7939	5.5991	5.8143	6.7785	Mtf2								
1449116_a_at	8.5316	8.6997	9.1082	9.0573	9.7754	10.0264	Dtymk								
1449117_at	11.3889	11.1865	11.5628	12.3370	11.3042	10.8977	Jund								
1449118_at	7.0747	7.0041	6.5888	6.3531	7.3238	7.1939	Dbt								
1449119_at	6.0932	5.6419	6.0889	6.1415	6.5588	6.9219	Arih2								
1449120_a_at	4.5293	4.0788	4.5728	3.9621	4.8494	4.4260	Pcm1								
1449121_at	7.1649	7.4060	7.1996	7.0862	7.5622	8.5036	Srsf10								
1449122_at	6.0829	6.1324	6.0364	5.8153	6.6176	7.2157	Ubxn2b								
1449123_at	3.3187	3.2949	3.1718	3.2728	3.0042	3.0676	Itih3								
1449124_at	4.3191	4.6202	3.7437	3.8492	3.8140	3.9382	Rgl1								
1449125_at	5.8925	5.6450	6.1832	6.2420	7.5253	7.0448	Tnfaip8l1								
1449126_at	6.2958	5.9933	5.7138	5.7692	5.1023	5.8254	Zfp90								
1449127_at	5.2879	5.3747	5.3029	5.1950	5.2697	5.0836	Selplg								
1449128_at	5.8331	5.6254	6.2228	5.9804	6.5689	6.9160	Ccdc43								
1449129_a_at	4.1423	4.3747	4.3488	4.4353	4.3146	4.2020	Kcnip3								
1449130_at	4.6415	4.9090	5.8105	5.7227	5.2811	5.1539	Cd1d1								
1449131_s_at	5.1157	4.7974	6.7041	6.5371	5.6279	5.5668	Cd1d1								
1449132_at	3.2199	3.2940	2.8210	3.5542	3.4659	3.2313	Opn1sw								
1449133_at	8.8653	6.6410	9.5197	9.7766	13.2501	12.3206	Sprr1a								
1449134_s_at	2.3186	2.6475	2.4272	2.4535	2.1560	2.4566	Spic								
1449135_at	3.9522	3.8815	3.9200	3.9179	3.9682	4.0025	Sox18								
1449136_at	2.8971	2.8621	3.3150	3.3188	3.2678	3.1089	Epx								
1449137_at	7.7543	7.9368	7.6075	7.4645	8.3378	8.3276	Pdha1								
1449138_at	10.6803	10.4763	10.6395	10.1813	10.6607	10.9347	Sf3b1								
1449139_at	9.8550	9.8462	10.3146	10.4052	10.3836	10.5591	Ostc								
1449140_at	7.4363	6.9568	7.8191	7.8696	9.0006	9.5327	Nudcd2								
1449141_at	6.2735	6.2859	8.4028	7.8179	5.7649	6.6148	Fblim1								
1449142_a_at	8.7696	8.6755	8.6940	8.5968	8.2230	8.4991	Yipf5								
1449143_at	2.8909	3.1642	3.0142	2.8969	2.9452	2.8029	Rtp4								
1449144_at	8.8655	8.7826	8.8664	9.4176	9.0436	9.0874	Gna11								
1449145_a_at	13.0110	13.1088	12.0143	12.0105	10.4380	9.3951	Cav1								
1449146_at	2.9858	2.9541	3.3754	3.2864	3.3754	3.6171	Notch4								
1449147_at	3.9114	3.9301	3.9012	3.6050	3.7550	3.6214	Chst1								
1449148_a_at	7.9903	7.9265	7.8419	7.9634	7.5552	7.8353	Phtf1								
1449149_at	3.5304	3.5304	3.5997	3.4383	4.5224	3.9023	Traf3								
1449150_at	6.2360	6.5832	6.0571	6.5070	5.8179	5.8770	Krba1								
1449151_at	4.9987	4.6738	5.5511	6.0847	4.4852	5.1849	Cdk18								
1449152_at	5.8119	5.3030	6.1511	6.3760	7.5432	7.8438	Cdkn2b								
1449153_at	2.6899	2.6609	2.5781	2.7074	2.8029	2.2502	Mmp12								
1449154_at	2.2846	2.5492	2.3535	2.3969	2.1299	2.2043	Col11a1								
1449155_at	7.9539	8.0725	6.8300	6.7863	6.6999	7.5049	Polr3g								
1449156_at	3.5436	3.1721	3.1475	3.1970	3.3246	3.2631	Ly9								
1449157_at	5.3901	4.8152	5.1534	5.5151	4.3979	4.8442	Nr2c1								
1449158_at	9.9177	9.7708	9.5376	9.9619	5.5283	6.3237	Kcnk2								
1449159_at	4.3159	4.5297	4.5224	4.4374	4.4249	4.4301	Gnb3								
1449160_at	3.4797	3.4937	3.6650	3.3794	3.4859	3.4086	Npr1								
1449161_at	5.6699	5.7594	8.6384	8.3265	5.2088	4.6598	Edn2								
1449162_at	7.7269	7.8073	7.8371	7.9444	8.2094	8.3741	Pop7								
1449163_at	4.9450	4.9047	5.0927	5.3222	5.6634	5.1257	Sigirr								
1449164_at	5.8460	5.9035	4.0765	4.6789	4.1622	4.4610	Cd68								
1449165_at	4.4282	4.5578	4.2835	4.7008	4.7295	4.3796	Capn5								
1449166_at	8.9930	8.7916	10.1875	10.2276	10.2135	10.3709	S100a14								
1449167_at	6.8334	6.2061	7.9021	8.0372	6.3609	6.3367	Epb4.1l4a								
1449168_a_at	5.6971	5.2502	6.6157	6.2493	7.2518	6.6313	Akap2								
1449169_at	6.6315	6.2953	5.2617	4.8191	3.8891	4.8926	Has2								
1449170_at	4.6599	5.1873	5.6253	4.3824	4.9601	5.6814	Piwil2								
1449171_at	4.8833	4.3277	6.3196	5.2796	8.3259	8.5753	Ttk								
1449172_a_at	6.2360	5.7192	5.1579	5.2275	4.9569	4.2219	Lin7b								
1449173_at	4.9636	4.8126	4.6933	4.6505	4.3647	4.2615	Mpp2								
1449174_at	7.5181	6.9323	6.6946	6.7916	6.2817	6.3240	Art4								
1449175_at	2.5526	2.5641	2.4732	2.7699	2.4759	2.5342	Gpr65								
1449176_a_at	6.0887	5.6929	6.6595	6.0960	7.6475	8.4974	Dck								
1449177_at	3.2804	3.0874	3.2999	3.2303	3.2786	3.0919	Ccna1								
1449178_at	9.0890	9.5889	9.4778	8.8192	4.2619	5.5301	Pdlim3								
1449179_at	3.2771	3.5631	3.3315	3.2755	3.3315	3.1386	Pdc								
1449180_at	6.1233	6.1124	6.6587	6.3582	6.3128	6.1119	Kcmf1								
1449181_at	8.6895	8.7006	8.2963	7.7762	7.7212	7.3735	Fech								
1449182_at	4.4180	4.6402	4.6927	4.8286	4.7935	4.4252	Retn								
1449183_at	9.5566	9.5727	9.2094	9.4762	8.2245	7.5109	Comt								
1449184_at	3.6083	4.0113	3.6243	4.1300	3.4704	3.2370	Pglyrp1								
1449185_at	4.1306	4.1943	4.1084	4.1084	4.4361	4.1245	Crx								
1449186_at	8.0769	7.8419	7.6133	8.0435	7.8158	7.9512	Bag4								
1449187_at	9.5633	9.5020	9.1965	9.2846	7.9800	7.5794	Pdgfa								
1449188_at	8.0515	7.7747	8.0804	8.7323	8.2513	8.3736	Midn								
1449189_at	6.8578	6.9856	7.1183	7.5224	7.1342	7.0849	Smim12								
1449190_a_at	6.5118	6.6859	6.5070	6.8111	6.2443	6.7009	NA								
1449191_at	5.4661	5.5734	5.6376	5.4740	5.5365	5.5507	Wfdc12								
1449192_at	6.4442	5.7321	6.2756	6.6642	6.3100	6.6030	Atf7ip								
1449193_at	2.9481	2.9876	3.3619	3.1993	3.7618	2.9504	Cd5l								
1449194_at	7.8129	7.9735	8.2552	8.4383	9.0134	9.1911	Mrps25								
1449195_s_at	8.0808	8.1331	6.7781	7.0946	8.7910	6.9990	Cxcl16								
1449196_a_at	14.0325	14.1146	14.0884	14.1008	14.1406	14.1432	NA								
1449197_at	6.9134	6.8418	6.7521	6.8605	6.9320	7.0135	Wdr20a								
1449198_a_at	4.9918	4.7260	5.5353	5.3042	5.8161	5.8401	St3gal5								
1449199_at	4.0836	3.8835	4.0416	4.2269	3.9484	3.5737	Muc1								
1449200_at	6.4746	6.1905	6.5888	6.4343	6.8766	7.5448	Nup155								
1449201_at	3.3332	3.2542	3.4844	3.1051	3.1878	3.3881	Star								
1449202_at	6.5499	6.2412	6.8850	7.2907	6.7685	6.9299	Sema4g								
1449203_at	2.8757	3.1236	3.0361	2.9751	2.9237	2.9775	Slco1a5								
1449204_at	9.1158	9.3529	8.3055	8.7018	7.8091	7.5295	Gjb5								
1449205_at	7.4114	7.4109	6.5729	7.1722	5.9943	5.8163	Ovol2								
1449206_at	5.0242	4.6982	4.7830	4.7606	4.6746	4.6790	Sypl2								
1449207_a_at	3.7235	3.7280	6.4927	5.5369	8.4639	8.9008	Kif20a								
1449208_at	2.6150	2.7782	2.6948	2.9170	2.9169	2.7679	Papolb								
1449209_a_at	6.4941	6.5260	6.3235	6.3054	7.4420	7.5450	Rdh11								
1449210_at	3.7124	3.7177	3.6509	3.5438	3.6109	3.0964	Igf2bp1								
1449211_at	7.5226	7.5659	7.6930	7.8934	7.8080	8.2457	Bpnt1								
1449212_at	2.8971	3.6062	3.1526	2.8345	2.8300	2.8971	Pip								
1449213_at	8.7646	9.0456	9.1125	9.0841	9.3244	9.2619	Lage3								
1449214_a_at	5.2301	4.4546	5.8535	5.5659	6.7510	7.3768	Opa1								
1449215_at	3.5604	3.5223	3.9035	3.7948	3.9017	3.3967	Slc22a21								
1449216_at	3.6470	3.4808	3.7150	3.5147	3.6819	3.2555	Itgae								
1449217_at	7.5206	7.1242	7.3061	6.9975	7.4618	7.7007	Casp8ap2								
1449218_at	4.5231	4.8427	4.5566	4.5619	4.7778	5.0838	Cox8b								
1449219_at	3.1459	3.8231	3.9326	3.5536	3.5675	3.9547	Fads3								
1449220_at	4.2690	4.2070	4.4238	4.6958	4.3953	4.3289	Gimap3								
1449221_a_at	6.6801	5.4669	8.2234	7.4903	7.3485	7.0959	Rrbp1								
1449222_at	3.7334	4.2022	3.5517	3.6773	3.9784	3.9621	Ebi3								
1449223_at	4.7926	5.0203	4.9405	5.0922	5.4484	5.0610	Dnajb8								
1449224_at	2.8029	3.3453	3.2177	3.3207	3.1830	3.2391	Trpm5								
1449225_a_at	5.4933	5.5208	5.7699	5.5390	5.4743	5.3344	Mapk8ip2								
1449226_at	4.9792	5.2931	5.1030	5.0266	5.2253	4.8588	Hic1								
1449227_at	5.4655	6.0275	4.8910	4.6790	6.2123	4.8005	Ch25h								
1449228_at	3.7059	4.0096	3.5866	3.5858	3.9798	3.6329	Sh3gl2								
1449229_a_at	7.7214	7.3563	7.4947	7.4856	6.3382	6.2005	Cdkl2								
1449230_at	4.6389	4.7846	4.6728	4.8980	4.4808	4.6912	Idua								
1449231_at	7.0298	6.9833	6.9942	7.3715	6.7753	6.9917	Zfp296								
1449232_at	3.5536	3.4984	3.3565	3.5360	3.4805	3.1509	Gata1								
1449233_at	4.4582	4.4431	4.6256	4.4615	4.5366	4.3763	Bhlha15								
1449234_at	5.2739	4.9686	4.9000	4.9558	5.0051	5.0051	Car15								
1449235_at	2.3402	2.6242	2.3535	2.3402	2.4918	2.4298	Fasl								
1449236_at	3.4383	3.6695	3.6064	3.5993	3.6074	3.6064	Dll3								
1449237_at	5.9277	6.2953	5.7710	5.5587	6.2581	5.6276	Aloxe3								
1449238_at	2.6803	3.1274	3.3534	3.1369	3.0267	3.1709	Psg16								
1449239_at	3.2334	3.3972	3.5208	2.9780	3.3280	3.1509	1700045I19Rik								
1449240_at	2.5279	2.3975	2.2757	2.6296	2.2473	2.2952	Ppp1r17								
1449241_at	4.3579	3.8474	4.4418	4.5826	4.4192	4.3864	Klhl1								
1449242_s_at	3.7559	3.6617	3.6051	3.6672	3.5390	3.4909	Hrg								
1449243_a_at	13.8865	13.9308	13.8461	13.8792	13.8604	13.8598	Rps19								
1449244_at	2.8267	2.5847	2.5784	2.6196	2.9504	2.7435	Cdh2								
1449245_at	3.3131	4.0113	3.7552	3.4823	3.8961	3.3246	Grin2c								
1449246_at	5.1047	5.4232	5.6299	5.3536	5.3500	5.4965	Rundc3a								
1449247_at	2.7402	2.9074	2.8971	3.1685	2.8746	2.8858	Actrt2								
1449248_at	5.6231	5.3474	4.3508	5.0109	3.9010	3.8528	Clcn2								
1449249_at	7.7772	7.8367	7.4602	6.8906	6.3724	7.6483	Pcdh7								
1449250_at	6.5324	6.5084	6.4510	7.3784	7.1212	7.3115	Prcc								
1449251_at	2.6206	2.4852	2.7199	2.9240	3.4498	2.9596	Ndp								
1449252_at	4.1912	4.4292	4.2558	4.2604	4.4580	4.1351	Fam110c								
1449253_at	3.1760	3.1740	3.4263	3.5052	3.1748	3.1970	Smc1b								
1449254_at	2.5321	2.4769	2.6076	2.4434	2.5492	2.3535	Spp1								
1449255_a_at	14.0661	14.0401	14.2430	14.1539	14.2786	14.2652	NA								
1449256_a_at	10.3802	10.1415	10.2200	10.5071	10.7377	10.4104	Rab11a								
1449257_at	6.6221	6.4143	6.0671	6.5104	6.2342	6.1872	Fam104a								
1449258_at	8.9861	8.9897	9.0961	9.3212	9.3713	9.5127	Fam104a								
1449259_at	8.7637	8.7838	7.8709	8.4790	7.8940	7.1775	Rab3d								
1449260_at	4.3858	4.8602	4.2587	4.5349	4.0583	4.1620	Rab3d								
1449261_at	5.9705	6.3345	6.3066	6.4129	6.2828	6.3520	Pbx2								
1449262_s_at	3.8814	3.6914	3.9211	3.3948	3.6819	3.9783	Lin7c								
1449263_at	7.8511	7.6798	7.7231	7.7168	7.9554	8.1078	Ufm1								
1449264_at	2.8532	2.6519	2.7161	3.0029	2.7986	2.8722	Syt11								
1449265_at	8.7181	8.2009	9.2731	9.0697	7.2749	7.4868	Casp1								
1449266_at	6.5609	6.2543	6.3112	6.4384	6.1024	6.1880	Mecp2								
1449267_at	6.7017	6.7367	6.7906	7.0219	6.4655	6.5874	Chid1								
1449268_at	4.0940	4.3056	4.7868	5.0203	4.5651	4.8862	Gfpt1								
1449269_at	3.4378	3.3207	3.4276	3.5179	3.5489	3.4279	F5								
1449270_at	6.2288	5.7559	5.8332	5.7035	5.9801	4.8094	Plxdc2								
1449271_a_at	9.0976	8.8263	9.8129	10.0142	10.9663	10.4214	Hebp2								
1449272_at	6.1699	6.2791	5.2365	5.8881	4.8458	4.6321	Cadm3								
1449273_at	4.4588	4.0901	4.1037	4.1641	5.5546	6.0572	Cyfip2								
1449274_at	6.6763	6.7577	6.3950	6.6379	5.5152	5.8427	Mettl21a								
1449275_at	6.8746	6.7339	6.4642	7.2361	6.1109	6.5621	Mettl21a								
1449276_at	4.7929	4.5903	4.9617	4.6274	4.7632	4.5666	1700029P11Rik								
1449277_at	7.0312	7.0379	7.0648	6.7662	5.4736	4.8973	NA								
1449278_at	7.7248	7.5551	7.3542	7.6788	7.0213	7.4142	Eif2ak3								
1449279_at	7.6864	7.4961	7.0811	7.3981	6.5037	6.5898	Gpx2								
1449280_at	2.4364	2.3453	2.3286	2.4048	2.4349	2.3525	Esm1								
1449281_at	9.9277	10.1704	8.9615	9.0499	7.5271	7.1513	Nrtn								
1449282_at	2.8199	3.1416	3.1001	2.9967	3.1584	2.9519	Cysltr1								
1449283_a_at	5.4290	5.3808	5.1225	5.5244	5.9722	6.6673	Mapk12								
1449284_at	4.1526	4.5583	4.3910	4.0647	4.8513	4.3224	Tescl								
1449285_at	3.1251	3.5448	3.0931	3.2367	3.5322	3.1696	Cst9								
1449286_at	2.8977	3.0696	3.1710	2.5953	3.0846	3.2155	Ntng1								
1449287_at	5.9790	6.2601	5.8614	5.9155	6.2600	6.6042	Srms								
